,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
655,661,1.678463,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=363816 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],363816,2562,31232,1380,1.000000000139778e-06,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553
656,662,1.678551,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=365196 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,365196,131072,0,8.799999999986596e-05,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06
657,663,1.680608,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=365196 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],365196,2562,31232,1380,0.0020570000000001976,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05
658,664,1.680609,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=366576 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],366576,2562,31232,1380,9.999999999177334e-07,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668
659,665,1.68061,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=367956 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],367956,2562,31232,1380,9.999999999177334e-07,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06
660,666,1.6807150000000002,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=369336 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,369336,131072,0,0.00010500000000024379,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06
661,667,1.6820419999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=369336 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],369336,2562,31232,1380,0.001326999999999634,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388,8.099999999999774e-05
662,668,1.6820439999999999,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=370716 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],370716,2562,31232,1380,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06,0.0014039999999997388
663,669,1.682045,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=372096 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],372096,2562,31232,1380,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06,2.0000000000575113e-06
664,670,1.68212,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=373476 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,373476,131072,0,7.500000000004725e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05,1.000000000139778e-06
665,671,1.6841599999999999,157.240.14.19,Target,TCP,1177,443  >  51763 [ACK] Seq=373476 Ack=2562 Win=31232 Len=1123 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],373476,2562,31232,1123,0.0020399999999998197,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976,8.799999999986596e-05
666,672,1.684161,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=374599 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],374599,2562,31232,1380,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1177,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07,0.0020570000000001976
667,673,1.684162,157.240.14.19,Target,TCP,655,443  >  51763 [ACK] Seq=375979 Ack=2562 Win=31232 Len=601 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],375979,2562,31232,601,9.999999999177334e-07,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1177,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07,9.999999999177334e-07
668,674,1.684163,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,655,1434,1177,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379,9.999999999177334e-07
669,675,1.6842439999999999,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=377960 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,377960,131072,0,8.09999999997757e-05,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,655,1434,1177,54,1434,1434,1434,54,False,False,False,False,True,False,False,False,True,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634,0.00010500000000024379
670,676,1.685366,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0011220000000000674,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,655,1434,1177,54,1434,1434,1434,True,False,False,False,False,True,False,False,False,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06,0.001326999999999634
671,677,1.685368,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=379340 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],379340,2562,31232,1380,2.0000000000575113e-06,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,655,1434,1177,54,1434,1434,False,True,False,False,False,False,True,False,False,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06,2.0000000000575113e-06
672,678,1.685369,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=380720 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],380720,2562,31232,1380,9.999999999177334e-07,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,655,1434,1177,54,1434,False,False,True,False,False,False,False,True,False,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05,1.000000000139778e-06
673,679,1.6854689999999999,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=382100 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,382100,131072,0,9.999999999998899e-05,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,655,1434,1177,54,False,False,False,True,False,False,False,False,True,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197,7.500000000004725e-05
674,680,1.691641,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=382100 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],382100,2562,31232,1380,0.006172000000000066,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1434,1434,1434,54,1434,655,1434,1177,True,False,False,False,True,False,False,False,False,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06,0.0020399999999998197
675,681,1.694765,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=383480 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],383480,2562,31232,1380,0.0031240000000001267,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,1434,54,1434,1434,1434,54,1434,655,1434,False,True,False,False,False,True,False,False,False,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07,1.000000000139778e-06
676,682,1.694767,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=384860 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],384860,2562,31232,1380,1.9999999998354667e-06,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,1434,1434,54,1434,1434,1434,54,1434,655,False,False,True,False,False,False,True,False,False,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06,9.999999999177334e-07
677,683,1.694768,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=386240 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],386240,2562,31232,1380,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05,1.000000000139778e-06
678,684,1.694865,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=387620 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,387620,131072,0,9.700000000001374e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,1434,1434,1434,1434,54,1434,1434,1434,54,False,False,False,False,True,False,False,False,True,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674,8.09999999997757e-05
679,685,1.6963540000000001,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=387620 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],387620,2562,31232,1380,0.0014890000000000736,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,54,1434,1434,1434,1434,54,1434,1434,1434,True,False,False,False,False,True,False,False,False,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06,0.0011220000000000674
680,686,1.6963549999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=389000 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],389000,2562,31232,1380,9.999999996956888e-07,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,1434,54,1434,1434,False,True,False,False,False,False,True,False,False,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07,2.0000000000575113e-06
681,687,1.6963560000000002,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=390380 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],390380,2562,31232,1380,1.0000000003618226e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,1434,54,1434,False,False,True,False,False,False,False,True,False,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05,9.999999999177334e-07
682,688,1.6963599999999999,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=391760 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],391760,2562,31232,1380,3.9999999996709334e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,1434,54,False,False,False,True,False,False,False,False,True,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066,9.999999999998899e-05
683,689,1.696441,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=393140 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,393140,131072,0,8.100000000021979e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,54,1434,1434,1434,1434,False,False,False,False,True,False,False,False,False,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267,0.006172000000000066
684,690,1.7026439999999998,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0062029999999997365,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,1434,54,1434,1434,1434,True,False,False,False,False,True,False,False,False,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06,0.0031240000000001267
685,691,1.702647,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,3.0000000001972893e-06,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,1434,54,1434,1434,False,True,False,False,False,False,True,False,False,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06,1.9999999998354667e-06
686,692,1.702648,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=395900 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],395900,2562,31232,1380,9.999999999177334e-07,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,1434,54,1434,False,False,True,False,False,False,False,True,False,3.0000000001972893e-06,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05,1.000000000139778e-06
687,693,1.7027860000000001,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=397280 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,397280,131072,0,0.00013800000000019352,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,1434,54,False,False,False,True,False,False,False,False,True,9.999999999177334e-07,3.0000000001972893e-06,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736,9.700000000001374e-05
688,694,1.7043990000000002,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=397280 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],397280,2562,31232,1380,0.0016130000000000866,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,1434,True,False,False,False,True,False,False,False,False,0.00013800000000019352,9.999999999177334e-07,3.0000000001972893e-06,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07,0.0014890000000000736
689,695,1.7044009999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=398660 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],398660,2562,31232,1380,1.999999999613422e-06,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.0016130000000000866,0.00013800000000019352,9.999999999177334e-07,3.0000000001972893e-06,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06,9.999999996956888e-07
690,696,1.704403,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=400040 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],400040,2562,31232,1380,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,1.999999999613422e-06,0.0016130000000000866,0.00013800000000019352,9.999999999177334e-07,3.0000000001972893e-06,0.0062029999999997365,8.100000000021979e-05,3.9999999996709334e-06,1.0000000003618226e-06
